,94,131,171,193,304,211,335,6173
2016-01-30,2016-01-30T00:00:00.12Z,2016-01-30T00:00:07.62Z,2016-01-30T00:00:10.34Z,2016-01-30T00:00:05.84Z,2016-01-30T00:00:06.12Z,2016-01-29T23:59:58.63Z,2016-01-30T00:00:01.63Z,2016-01-29T23:58:08.90Z
2016-01-31,2016-01-31T00:00:00.13Z,2016-01-31T00:00:07.62Z,2016-01-31T00:00:10.34Z,2016-01-31T00:00:05.84Z,2016-01-31T00:00:06.12Z,2016-01-30T23:59:58.62Z,2016-01-31T00:00:01.62Z,2016-01-30T23:58:09.00Z
2016-02-01,2016-02-01T00:00:00.12Z,2016-02-01T00:00:07.62Z,2016-02-01T00:00:10.34Z,2016-02-01T00:00:05.84Z,2016-02-01T00:00:06.13Z,2016-01-31T23:59:58.62Z,2016-02-01T00:00:01.62Z,2016-01-31T23:58:09.10Z
2016-02-02,2016-02-02T00:00:00.12Z,2016-02-02T00:00:07.62Z,2016-02-02T00:00:10.34Z,2016-02-02T00:00:05.84Z,2016-02-02T00:00:06.12Z,2016-02-01T23:59:58.62Z,2016-02-02T00:00:01.62Z,2016-02-01T23:58:09.10Z
2016-02-03,2016-02-03T00:00:00.12Z,2016-02-03T00:00:07.62Z,2016-02-03T00:00:10.34Z,2016-02-03T00:00:05.84Z,2016-02-03T00:00:06.12Z,2016-02-02T23:59:58.62Z,2016-02-03T00:00:01.62Z,2016-02-02T23:58:09.20Z
2016-02-04,2016-02-04T00:00:00.12Z,2016-02-04T00:00:07.62Z,2016-02-04T00:00:10.34Z,2016-02-04T00:00:05.84Z,2016-02-04T00:00:06.12Z,2016-02-03T23:59:58.62Z,2016-02-04T00:00:01.63Z,2016-02-03T23:58:09.30Z
2016-02-05,2016-02-05T00:00:00.12Z,2016-02-05T00:00:07.62Z,2016-02-05T00:00:10.34Z,2016-02-05T00:00:05.84Z,2016-02-05T00:00:06.12Z,2016-02-04T23:59:58.62Z,2016-02-05T00:00:01.62Z,2016-02-04T23:58:09.40Z
2016-02-06,2016-02-06T00:00:00.12Z,2016-02-06T00:00:07.62Z,2016-02-06T00:00:10.34Z,2016-02-06T00:00:05.84Z,2016-02-06T00:00:06.12Z,2016-02-05T23:59:58.62Z,2016-02-06T00:00:01.63Z,2016-02-05T23:58:09.50Z
2016-02-07,2016-02-07T00:00:00.12Z,2016-02-07T00:00:07.62Z,2016-02-07T00:00:10.34Z,2016-02-07T00:00:05.84Z,2016-02-07T00:00:06.12Z,2016-02-06T23:59:58.62Z,2016-02-07T00:00:01.62Z,2016-02-06T23:58:09.50Z
2016-02-08,2016-02-08T00:00:00.12Z,2016-02-08T00:00:07.62Z,2016-02-08T00:00:10.35Z,2016-02-08T00:00:05.84Z,2016-02-08T00:00:06.12Z,2016-02-07T23:59:58.62Z,2016-02-08T00:00:01.62Z,2016-02-07T23:58:09.60Z
2016-02-09,2016-02-09T00:00:00.13Z,2016-02-09T00:00:07.62Z,2016-02-09T00:00:10.34Z,2016-02-09T00:00:05.84Z,2016-02-09T00:00:06.13Z,2016-02-08T23:59:58.63Z,2016-02-09T00:00:01.63Z,2016-02-08T23:58:09.70Z
2016-02-10,2016-02-10T00:00:00.12Z,2016-02-10T00:00:07.62Z,2016-02-10T00:00:10.34Z,2016-02-10T00:00:05.84Z,2016-02-10T00:00:06.12Z,2016-02-09T23:59:58.62Z,2016-02-10T00:00:01.62Z,2016-02-09T23:58:09.80Z
2016-02-11,2016-02-11T00:00:00.12Z,2016-02-11T00:00:07.63Z,2016-02-11T00:00:10.34Z,2016-02-11T00:00:05.84Z,2016-02-11T00:00:06.12Z,2016-02-10T23:59:58.62Z,2016-02-11T00:00:01.62Z,2016-02-10T23:58:09.90Z
2016-02-12,2016-02-12T00:00:00.12Z,2016-02-12T00:00:07.62Z,2016-02-12T00:00:10.34Z,2016-02-12T00:00:05.84Z,2016-02-12T00:00:06.12Z,2016-02-11T23:59:58.62Z,2016-02-12T00:00:01.62Z,2016-02-11T23:58:10.00Z
2016-02-13,2016-02-13T00:00:00.13Z,2016-02-13T00:00:07.62Z,2016-02-13T00:00:10.34Z,2016-02-13T00:00:05.84Z,2016-02-13T00:00:06.14Z,2016-02-12T23:59:58.62Z,2016-02-13T00:00:01.62Z,2016-02-12T23:58:10.10Z
2016-02-14,2016-02-14T00:00:00.12Z,2016-02-14T00:00:07.62Z,2016-02-14T00:00:10.34Z,2016-02-14T00:00:05.84Z,2016-02-14T00:00:06.13Z,2016-02-13T23:59:58.64Z,2016-02-14T00:00:01.62Z,2016-02-13T23:58:10.20Z
2016-02-15,2016-02-15T00:00:00.12Z,2016-02-15T00:00:07.62Z,2016-02-15T00:00:10.34Z,2016-02-15T00:00:05.84Z,2016-02-15T00:00:06.12Z,2016-02-14T23:59:58.62Z,2016-02-15T00:00:01.62Z,2016-02-14T23:58:10.20Z
2016-02-16,2016-02-16T00:00:00.12Z,2016-02-16T00:00:07.62Z,2016-02-16T00:00:10.34Z,2016-02-16T00:00:05.84Z,2016-02-16T00:00:06.12Z,2016-02-15T23:59:58.63Z,2016-02-16T00:00:01.63Z,2016-02-15T23:58:10.30Z
2016-02-17,2016-02-17T00:00:00.12Z,2016-02-17T00:00:07.62Z,2016-02-17T00:00:10.34Z,2016-02-17T00:00:05.84Z,2016-02-17T00:00:06.12Z,2016-02-16T23:59:58.62Z,2016-02-17T00:00:01.62Z,2016-02-16T23:58:10.40Z
2016-02-18,2016-02-18T00:00:00.12Z,2016-02-18T00:00:07.64Z,2016-02-18T00:00:10.34Z,2016-02-18T00:00:05.84Z,2016-02-18T00:00:06.12Z,2016-02-17T23:59:58.62Z,2016-02-18T00:00:01.62Z,2016-02-17T23:58:10.50Z
2016-02-19,2016-02-19T00:00:00.12Z,2016-02-19T00:00:07.62Z,2016-02-19T00:00:10.34Z,2016-02-19T00:00:05.84Z,2016-02-19T00:00:06.13Z,2016-02-18T23:59:58.62Z,2016-02-19T00:00:01.62Z,2016-02-18T23:58:10.60Z
2016-02-20,2016-02-20T00:00:00.12Z,2016-02-20T00:00:07.62Z,2016-02-20T00:00:10.34Z,2016-02-20T00:00:05.84Z,2016-02-20T00:00:06.12Z,2016-02-19T23:59:58.62Z,2016-02-20T00:00:01.62Z,2016-02-19T23:58:10.70Z
2016-02-21,2016-02-21T00:00:00.12Z,2016-02-21T00:00:07.62Z,2016-02-21T00:00:10.34Z,2016-02-21T00:00:05.84Z,2016-02-21T00:00:06.12Z,2016-02-20T23:59:58.62Z,2016-02-21T00:00:01.62Z,2016-02-20T23:58:10.80Z
2016-02-22,2016-02-22T00:00:00.12Z,2016-02-22T00:00:07.62Z,2016-02-22T00:00:10.34Z,2016-02-22T00:00:05.84Z,2016-02-22T00:00:06.12Z,2016-02-21T23:59:58.62Z,2016-02-22T00:00:01.62Z,2016-02-21T23:58:11.00Z
2016-02-23,2016-02-23T00:00:00.12Z,2016-02-23T00:00:07.62Z,2016-02-23T00:00:10.34Z,2016-02-23T00:00:05.84Z,2016-02-23T00:00:06.12Z,2016-02-22T23:59:58.62Z,2016-02-23T00:00:01.63Z,2016-02-22T23:58:11.10Z
2016-02-24,2016-02-24T00:00:00.12Z,2016-02-24T00:00:07.62Z,2016-02-24T00:00:10.35Z,2016-02-24T00:00:05.84Z,2016-02-24T00:00:06.12Z,2016-02-23T23:59:58.62Z,2016-02-24T00:00:01.62Z,2016-02-23T23:58:11.20Z
2016-02-25,2016-02-25T00:00:00.12Z,2016-02-25T00:00:07.62Z,2016-02-25T00:00:10.34Z,2016-02-25T00:00:05.84Z,2016-02-25T00:00:06.12Z,2016-02-24T23:59:58.62Z,2016-02-25T00:00:01.62Z,2016-02-24T23:58:11.30Z
2016-02-26,2016-02-26T00:00:00.12Z,2016-02-26T00:00:07.62Z,2016-02-26T00:00:10.34Z,2016-02-26T00:00:05.84Z,2016-02-26T00:00:06.12Z,2016-02-25T23:59:58.62Z,2016-02-26T00:00:01.62Z,2016-02-25T23:58:11.40Z
2016-02-27,2016-02-27T00:00:00.12Z,2016-02-27T00:00:07.62Z,2016-02-27T00:00:10.34Z,2016-02-27T00:00:05.84Z,2016-02-27T00:00:06.14Z,2016-02-26T23:59:58.62Z,2016-02-27T00:00:01.62Z,2016-02-26T23:58:11.50Z
2016-02-28,2016-02-28T00:00:00.12Z,2016-02-28T00:00:07.62Z,2016-02-28T00:00:10.34Z,2016-02-28T00:00:05.84Z,2016-02-28T00:00:06.13Z,2016-02-27T23:59:58.62Z,2016-02-28T00:00:01.62Z,2016-02-27T23:58:11.60Z
2016-02-29,2016-02-29T00:00:00.12Z,2016-02-29T00:00:07.62Z,2016-02-29T00:00:10.34Z,2016-02-29T00:00:05.84Z,2016-02-29T00:00:06.12Z,2016-02-28T23:59:58.62Z,2016-02-29T00:00:01.62Z,2016-02-28T23:58:11.80Z
2016-03-01,2016-03-01T00:00:00.12Z,2016-03-01T00:00:07.62Z,2016-03-01T00:00:10.34Z,2016-03-01T00:00:05.84Z,2016-03-01T00:00:06.12Z,2016-02-29T23:59:58.63Z,2016-03-01T00:00:01.63Z,2016-02-29T23:58:11.90Z
2016-03-02,2016-03-02T00:00:00.12Z,2016-03-02T00:00:07.62Z,2016-03-02T00:00:10.34Z,2016-03-02T00:00:05.84Z,2016-03-02T00:00:06.12Z,2016-03-01T23:59:58.62Z,2016-03-02T00:00:01.63Z,2016-03-01T23:58:12.00Z
2016-03-03,2016-03-03T00:00:00.12Z,2016-03-03T00:00:07.62Z,2016-03-03T00:00:10.34Z,2016-03-03T00:00:05.84Z,2016-03-03T00:00:06.12Z,2016-03-02T23:59:58.62Z,2016-03-03T00:00:01.62Z,2016-03-02T23:58:12.10Z
2016-03-04,2016-03-04T00:00:00.12Z,2016-03-04T00:00:07.62Z,2016-03-04T00:00:10.34Z,2016-03-04T00:00:05.84Z,2016-03-04T00:00:06.12Z,2016-03-03T23:59:58.62Z,2016-03-04T00:00:01.62Z,2016-03-03T23:58:12.30Z
2016-03-05,2016-03-05T00:00:00.12Z,2016-03-05T00:00:07.62Z,2016-03-05T00:00:10.34Z,2016-03-05T00:00:05.84Z,2016-03-05T00:00:06.12Z,2016-03-04T23:59:58.62Z,2016-03-05T00:00:01.62Z,2016-03-04T23:58:12.40Z
2016-03-06,2016-03-06T00:00:00.12Z,2016-03-06T00:00:07.62Z,2016-03-06T00:00:10.34Z,2016-03-06T00:00:05.84Z,2016-03-06T00:00:06.12Z,2016-03-05T23:59:58.63Z,2016-03-06T00:00:01.62Z,2016-03-05T23:58:12.50Z
2016-03-07,2016-03-07T00:00:00.12Z,2016-03-07T00:00:07.62Z,2016-03-07T00:00:10.34Z,2016-03-07T00:00:05.84Z,2016-03-07T00:00:06.13Z,2016-03-06T23:59:58.62Z,2016-03-07T00:00:01.62Z,2016-03-06T23:58:12.70Z
2016-03-08,2016-03-08T00:00:00.13Z,2016-03-08T00:00:07.62Z,2016-03-08T00:00:10.34Z,2016-03-08T00:00:05.84Z,2016-03-08T00:00:06.12Z,2016-03-07T23:59:58.62Z,2016-03-08T00:00:01.62Z,2016-03-07T23:58:12.80Z
2016-03-09,2016-03-09T00:00:00.12Z,2016-03-09T00:00:07.62Z,2016-03-09T00:00:10.34Z,2016-03-09T00:00:05.84Z,2016-03-09T00:00:06.12Z,2016-03-08T23:59:58.62Z,2016-03-09T00:00:01.62Z,2016-03-08T23:58:12.90Z
2016-03-10,2016-03-10T00:00:00.12Z,2016-03-10T00:00:07.62Z,2016-03-10T00:00:10.34Z,2016-03-10T00:00:05.84Z,2016-03-10T00:00:06.12Z,2016-03-09T23:59:58.64Z,2016-03-10T00:00:01.62Z,2016-03-09T23:58:13.10Z
2016-03-11,2016-03-11T00:00:00.12Z,2016-03-11T00:00:07.62Z,2016-03-11T00:00:10.35Z,2016-03-11T00:00:05.84Z,2016-03-11T00:00:06.12Z,2016-03-10T23:59:58.63Z,2016-03-11T00:00:01.63Z,2016-03-10T23:58:13.20Z
2016-03-15,2016-03-15T00:00:00.12Z,2016-03-15T00:00:07.62Z,2016-03-15T00:00:10.34Z,2016-03-15T00:00:05.84Z,2016-03-15T00:00:06.12Z,2016-03-14T23:59:58.62Z,2016-03-15T00:00:01.62Z,2016-03-14T23:58:13.70Z
2016-03-16,2016-03-16T00:00:00.12Z,2016-03-16T00:00:07.62Z,2016-03-16T00:00:10.34Z,2016-03-16T00:00:05.84Z,2016-03-16T00:00:06.12Z,2016-03-15T23:59:58.63Z,2016-03-16T00:00:01.63Z,2016-03-15T23:58:13.90Z
2016-03-17,2016-03-17T00:00:00.12Z,2016-03-17T00:00:07.62Z,2016-03-17T00:00:10.34Z,2016-03-17T00:00:05.84Z,2016-03-17T00:00:06.12Z,2016-03-16T23:59:58.62Z,2016-03-17T00:00:01.62Z,2016-03-16T23:58:14.00Z
2016-03-18,2016-03-18T00:00:00.12Z,2016-03-18T00:00:07.62Z,2016-03-18T00:00:10.34Z,2016-03-18T00:00:05.84Z,2016-03-18T00:00:06.12Z,2016-03-17T23:59:58.62Z,2016-03-18T00:00:01.62Z,2016-03-17T23:58:14.10Z
2016-03-19,2016-03-19T00:00:00.12Z,2016-03-19T00:00:07.62Z,2016-03-19T00:00:10.34Z,2016-03-19T00:00:05.84Z,2016-03-19T00:00:06.12Z,2016-03-18T23:59:58.62Z,2016-03-19T00:00:01.63Z,2016-03-18T23:58:14.30Z
2016-03-20,2016-03-20T00:00:00.12Z,2016-03-20T00:00:07.62Z,2016-03-20T00:00:10.34Z,2016-03-20T00:00:05.84Z,2016-03-20T00:00:06.12Z,2016-03-19T23:59:58.62Z,2016-03-20T00:00:01.62Z,2016-03-19T23:58:14.40Z
2016-03-21,2016-03-21T00:00:00.12Z,2016-03-21T00:00:07.62Z,2016-03-21T00:00:10.34Z,2016-03-21T00:00:05.84Z,2016-03-21T00:00:06.13Z,2016-03-20T23:59:58.63Z,2016-03-21T00:00:01.63Z,2016-03-20T23:58:14.50Z
2016-03-22,2016-03-22T00:00:00.13Z,2016-03-22T00:00:07.62Z,2016-03-22T00:00:10.34Z,2016-03-22T00:00:05.84Z,2016-03-22T00:00:06.12Z,2016-03-21T23:59:58.63Z,2016-03-22T00:00:01.63Z,2016-03-21T23:58:14.70Z
2016-03-25,2016-03-25T00:00:00.12Z,2016-03-25T00:00:07.62Z,2016-03-25T00:00:10.34Z,2016-03-25T00:00:05.84Z,2016-03-25T00:00:06.12Z,2016-03-24T23:59:58.62Z,2016-03-25T00:00:01.62Z,2016-03-24T23:58:15.10Z
2016-03-26,2016-03-26T00:00:00.12Z,2016-03-26T00:00:07.62Z,2016-03-26T00:00:10.34Z,2016-03-26T00:00:05.84Z,2016-03-26T00:00:06.12Z,2016-03-25T23:59:58.63Z,2016-03-26T00:00:01.63Z,2016-03-25T23:58:15.30Z
2016-03-27,2016-03-27T00:00:00.12Z,2016-03-27T00:00:07.62Z,2016-03-27T00:00:10.34Z,2016-03-27T00:00:05.84Z,2016-03-27T00:00:06.12Z,2016-03-26T23:59:58.62Z,2016-03-27T00:00:01.62Z,2016-03-26T23:58:15.40Z
2016-03-28,2016-03-28T00:00:00.14Z,2016-03-28T00:00:07.62Z,2016-03-28T00:00:10.35Z,2016-03-28T00:00:05.84Z,2016-03-28T00:00:06.12Z,2016-03-27T23:59:58.63Z,2016-03-28T00:00:01.63Z,2016-03-27T23:58:15.50Z
2016-03-29,2016-03-29T00:00:00.12Z,2016-03-29T00:00:07.62Z,2016-03-29T00:00:10.34Z,2016-03-29T00:00:05.84Z,2016-03-29T00:00:06.13Z,2016-03-28T23:59:58.62Z,2016-03-29T00:00:01.62Z,2016-03-28T23:58:15.70Z
2016-03-30,2016-03-30T00:00:00.12Z,2016-03-30T00:00:07.62Z,2016-03-30T00:00:10.34Z,2016-03-30T00:00:05.84Z,2016-03-30T00:00:06.14Z,2016-03-29T23:59:58.62Z,2016-03-30T00:00:01.62Z,2016-03-29T23:58:15.80Z
2016-03-31,2016-03-31T00:00:00.12Z,2016-03-31T00:00:07.63Z,2016-03-31T00:00:10.34Z,2016-03-31T00:00:05.84Z,2016-03-31T00:00:06.13Z,2016-03-30T23:59:58.62Z,2016-03-31T00:00:01.62Z,2016-03-30T23:58:16.00Z
2016-04-01,2016-04-01T00:00:00.12Z,2016-04-01T00:00:07.63Z,2016-04-01T00:00:10.34Z,2016-04-01T00:00:05.84Z,2016-04-01T00:00:06.12Z,2016-03-31T23:59:58.62Z,2016-04-01T00:00:01.62Z,2016-03-31T23:58:16.10Z
2016-04-02,2016-04-02T00:00:00.12Z,2016-04-02T00:00:07.62Z,2016-04-02T00:00:10.34Z,2016-04-02T00:00:05.84Z,2016-04-02T00:00:06.12Z,2016-04-01T23:59:58.62Z,2016-04-02T00:00:01.62Z,2016-04-01T23:58:16.30Z
2016-04-03,2016-04-03T00:00:00.12Z,2016-04-03T00:00:07.62Z,2016-04-03T00:00:10.34Z,2016-04-03T00:00:05.84Z,2016-04-03T00:00:06.12Z,2016-04-02T23:59:58.63Z,2016-04-03T00:00:01.63Z,2016-04-02T23:58:16.40Z
2016-04-04,2016-04-04T00:00:00.12Z,2016-04-04T00:00:07.62Z,2016-04-04T00:00:10.34Z,2016-04-04T00:00:05.84Z,2016-04-04T00:00:06.12Z,2016-04-03T23:59:58.62Z,2016-04-04T00:00:01.62Z,2016-04-03T23:58:16.60Z
2016-04-07,2016-04-07T00:00:00.12Z,2016-04-07T00:00:07.62Z,2016-04-07T00:00:10.34Z,2016-04-07T00:00:05.84Z,2016-04-07T00:00:06.13Z,2016-04-06T23:59:58.62Z,2016-04-07T00:00:01.62Z,2016-04-06T23:58:17.00Z
2016-04-09,2016-04-09T00:00:00.12Z,2016-04-09T00:00:07.62Z,2016-04-09T00:00:10.34Z,2016-04-09T00:00:05.84Z,2016-04-09T00:00:06.12Z,2016-04-08T23:59:58.62Z,2016-04-09T00:00:01.62Z,2016-04-08T23:58:17.30Z
2016-04-10,2016-04-10T00:00:00.12Z,2016-04-10T00:00:07.62Z,2016-04-10T00:00:10.35Z,2016-04-10T00:00:05.84Z,2016-04-10T00:00:06.13Z,2016-04-09T23:59:58.62Z,2016-04-10T00:00:01.62Z,2016-04-09T23:58:17.40Z
2016-04-11,2016-04-11T00:00:00.12Z,2016-04-11T00:00:07.62Z,2016-04-11T00:00:10.34Z,2016-04-11T00:00:05.84Z,2016-04-11T00:00:06.12Z,2016-04-10T23:59:58.63Z,2016-04-11T00:00:01.63Z,2016-04-10T23:58:17.60Z
2016-04-12,2016-04-12T00:00:00.12Z,2016-04-12T00:00:07.62Z,2016-04-12T00:00:10.34Z,2016-04-12T00:00:05.84Z,2016-04-12T00:00:06.12Z,2016-04-11T23:59:58.62Z,2016-04-12T00:00:01.62Z,2016-04-11T23:58:17.70Z
2016-04-13,2016-04-13T00:00:00.14Z,2016-04-13T00:00:07.62Z,2016-04-13T00:00:10.34Z,2016-04-13T00:00:05.84Z,2016-04-13T00:00:06.12Z,2016-04-12T23:59:58.63Z,2016-04-13T00:00:01.62Z,2016-04-12T23:58:17.90Z
2016-04-14,2016-04-14T00:00:00.12Z,2016-04-14T00:00:07.62Z,2016-04-14T00:00:10.34Z,2016-04-14T00:00:05.84Z,2016-04-14T00:00:06.12Z,2016-04-13T23:59:58.62Z,2016-04-14T00:00:01.62Z,2016-04-13T23:58:40.50Z
2016-04-15,2016-04-15T00:00:00.12Z,2016-04-15T00:00:07.62Z,2016-04-15T00:00:10.34Z,2016-04-15T00:00:05.84Z,2016-04-15T00:00:06.14Z,2016-04-14T23:59:58.62Z,2016-04-15T00:00:01.62Z,2016-04-14T23:58:40.60Z
2016-04-16,2016-04-16T00:00:00.12Z,2016-04-16T00:00:07.62Z,2016-04-16T00:00:10.34Z,2016-04-16T00:00:05.84Z,2016-04-16T00:00:06.12Z,2016-04-15T23:59:58.62Z,2016-04-16T00:00:01.62Z,2016-04-15T23:58:40.80Z
2016-04-17,2016-04-17T00:00:00.13Z,2016-04-17T00:00:07.62Z,2016-04-17T00:00:10.34Z,2016-04-17T00:00:05.84Z,2016-04-17T00:00:06.12Z,2016-04-16T23:59:58.62Z,2016-04-17T00:00:01.62Z,2016-04-16T23:58:40.90Z
2016-04-18,2016-04-18T00:00:00.12Z,2016-04-18T00:00:07.62Z,2016-04-18T00:00:10.34Z,2016-04-18T00:00:05.84Z,2016-04-18T00:00:06.15Z,2016-04-17T23:59:58.62Z,2016-04-18T00:00:01.63Z,2016-04-17T23:58:41.00Z
2016-04-19,2016-04-19T00:00:00.12Z,2016-04-19T00:00:07.62Z,2016-04-19T00:00:10.34Z,2016-04-19T00:00:05.84Z,2016-04-19T00:00:06.12Z,2016-04-18T23:59:58.62Z,2016-04-19T00:00:01.62Z,2016-04-18T23:58:41.20Z
2016-04-20,2016-04-20T00:00:00.12Z,2016-04-20T00:00:07.62Z,2016-04-20T00:00:10.34Z,2016-04-20T00:00:05.84Z,2016-04-20T00:00:06.12Z,2016-04-19T23:59:58.63Z,2016-04-20T00:00:01.63Z,2016-04-19T23:58:41.30Z
2016-04-21,2016-04-21T00:00:00.13Z,2016-04-21T00:00:07.62Z,2016-04-21T00:00:10.34Z,2016-04-21T00:00:05.84Z,2016-04-21T00:00:06.12Z,2016-04-20T23:59:58.62Z,2016-04-21T00:00:01.62Z,2016-04-20T23:58:41.50Z
2016-04-22,2016-04-22T00:00:00.12Z,2016-04-22T00:00:07.62Z,2016-04-22T00:00:10.34Z,2016-04-22T00:00:05.84Z,2016-04-22T00:00:06.12Z,2016-04-21T23:59:58.62Z,2016-04-22T00:00:01.63Z,2016-04-21T23:58:41.60Z
2016-04-23,2016-04-23T00:00:00.13Z,2016-04-23T00:00:07.62Z,2016-04-23T00:00:10.34Z,2016-04-23T00:00:05.84Z,2016-04-23T00:00:06.12Z,2016-04-22T23:59:58.62Z,2016-04-23T00:00:01.62Z,2016-04-22T23:58:41.70Z
2016-04-24,2016-04-24T00:00:00.12Z,2016-04-24T00:00:07.62Z,2016-04-24T00:00:10.35Z,2016-04-24T00:00:05.84Z,2016-04-24T00:00:06.12Z,2016-04-23T23:59:58.62Z,2016-04-24T00:00:01.62Z,2016-04-23T23:58:41.90Z
2016-04-25,2016-04-25T00:00:00.12Z,2016-04-25T00:00:07.62Z,2016-04-25T00:00:10.34Z,2016-04-25T00:00:05.84Z,2016-04-25T00:00:06.12Z,2016-04-24T23:59:58.63Z,2016-04-25T00:00:01.63Z,2016-04-24T23:58:42.00Z
2016-04-26,2016-04-26T00:00:00.12Z,2016-04-26T00:00:07.62Z,2016-04-26T00:00:10.34Z,2016-04-26T00:00:05.84Z,2016-04-26T00:00:06.12Z,2016-04-25T23:59:58.62Z,2016-04-26T00:00:01.63Z,2016-04-25T23:58:42.10Z
2016-04-27,2016-04-27T00:00:00.12Z,2016-04-27T00:00:07.62Z,2016-04-27T00:00:10.34Z,2016-04-27T00:00:05.84Z,2016-04-27T00:00:06.12Z,2016-04-26T23:59:58.62Z,2016-04-27T00:00:01.62Z,2016-04-26T23:58:42.30Z
2016-04-28,2016-04-28T00:00:00.12Z,2016-04-28T00:00:07.62Z,2016-04-28T00:00:10.34Z,2016-04-28T00:00:05.84Z,2016-04-28T00:00:06.12Z,2016-04-27T23:59:58.62Z,2016-04-28T00:00:01.62Z,2016-04-27T23:58:42.40Z
2016-04-29,2016-04-29T00:00:00.12Z,2016-04-29T00:00:07.62Z,2016-04-29T00:00:10.34Z,2016-04-29T00:00:05.84Z,2016-04-29T00:00:06.14Z,2016-04-28T23:59:58.62Z,2016-04-29T00:00:01.62Z,2016-04-28T23:58:42.50Z
2016-04-30,2016-04-30T00:00:00.12Z,2016-04-30T00:00:07.62Z,2016-04-30T00:00:10.34Z,2016-04-30T00:00:05.84Z,2016-04-30T00:00:06.12Z,2016-04-29T23:59:58.62Z,2016-04-30T00:00:01.63Z,2016-04-29T23:58:42.70Z
2016-05-01,2016-05-01T00:00:00.12Z,2016-05-01T00:00:07.62Z,2016-05-01T00:00:10.34Z,2016-05-01T00:00:05.84Z,2016-05-01T00:00:06.12Z,2016-04-30T23:59:58.62Z,2016-05-01T00:00:01.63Z,2016-04-30T23:58:42.80Z
2016-05-02,2016-05-02T00:00:00.14Z,2016-05-02T00:00:07.62Z,2016-05-02T00:00:10.34Z,2016-05-02T00:00:07.64Z,2016-05-02T00:00:06.12Z,2016-05-01T23:59:58.62Z,2016-05-02T00:00:01.62Z,2016-05-01T23:58:42.90Z
2016-05-03,2016-05-03T00:00:00.12Z,2016-05-03T00:00:07.62Z,2016-05-03T00:00:10.34Z,2016-05-03T00:00:05.84Z,2016-05-03T00:00:06.12Z,2016-05-02T23:59:58.62Z,2016-05-03T00:00:01.62Z,2016-05-02T23:58:43.00Z
2016-05-04,2016-05-04T00:00:00.12Z,2016-05-04T00:00:07.62Z,2016-05-04T00:00:10.34Z,2016-05-04T00:00:05.84Z,2016-05-04T00:00:06.14Z,2016-05-03T23:59:58.63Z,2016-05-04T00:00:01.63Z,2016-05-03T23:58:43.20Z
2016-05-05,2016-05-05T00:00:00.12Z,2016-05-05T00:00:07.62Z,2016-05-05T00:00:10.34Z,2016-05-05T00:00:05.84Z,2016-05-05T00:00:06.12Z,2016-05-04T23:59:58.62Z,2016-05-05T00:00:01.62Z,2016-05-04T23:58:43.30Z
2016-05-06,2016-05-06T00:00:00.14Z,2016-05-06T00:00:07.62Z,2016-05-06T00:00:10.34Z,2016-05-06T00:00:05.84Z,2016-05-06T00:00:06.12Z,2016-05-05T23:59:58.62Z,2016-05-06T00:00:01.62Z,2016-05-05T23:58:43.40Z
2016-05-07,2016-05-07T00:00:00.12Z,2016-05-07T00:00:07.62Z,2016-05-07T00:00:10.34Z,2016-05-07T00:00:05.84Z,2016-05-07T00:00:06.12Z,2016-05-06T23:59:58.62Z,2016-05-07T00:00:01.62Z,2016-05-06T23:58:43.50Z
2016-05-08,2016-05-08T00:00:00.12Z,2016-05-08T00:00:07.62Z,2016-05-08T00:00:10.34Z,2016-05-08T00:00:05.84Z,2016-05-08T00:00:06.12Z,2016-05-07T23:59:58.62Z,2016-05-08T00:00:01.62Z,2016-05-07T23:58:43.70Z
2016-05-09,2016-05-09T00:00:00.12Z,2016-05-09T00:00:07.62Z,2016-05-09T00:00:10.34Z,2016-05-09T00:00:05.84Z,2016-05-09T00:00:06.12Z,2016-05-08T23:59:58.62Z,2016-05-09T00:00:01.62Z,2016-05-08T23:58:43.80Z
2016-05-10,2016-05-10T00:00:00.13Z,2016-05-10T00:00:07.62Z,2016-05-10T00:00:10.34Z,2016-05-10T00:00:05.84Z,2016-05-10T00:00:06.12Z,2016-05-09T23:59:58.62Z,2016-05-10T00:00:01.62Z,2016-05-09T23:58:43.90Z
2016-05-11,2016-05-11T00:00:00.12Z,2016-05-11T00:00:07.62Z,2016-05-11T00:00:10.34Z,2016-05-11T00:00:05.84Z,2016-05-11T00:00:06.12Z,2016-05-10T23:59:58.62Z,2016-05-11T00:00:01.63Z,2016-05-10T23:58:44.00Z
2016-05-12,2016-05-12T00:00:00.12Z,2016-05-12T00:00:07.62Z,2016-05-12T00:00:10.34Z,2016-05-12T00:00:05.84Z,2016-05-12T00:00:06.12Z,2016-05-11T23:59:58.62Z,2016-05-12T00:00:01.62Z,2016-05-11T23:58:44.10Z
2016-05-13,2016-05-12T23:00:00.12Z,2016-05-12T23:00:07.63Z,2016-05-12T23:00:10.34Z,2016-05-12T23:00:05.84Z,2016-05-12T23:00:06.13Z,2016-05-12T22:59:58.62Z,2016-05-12T23:00:01.62Z,2016-05-12T21:10:44.10Z
